Date,PM10_weighted_value(ug m-3)
2018-06-19,15.0
2018-06-20,14.0
2018-06-21,21.0
2018-06-22,27.0
2018-06-23,21.0
2018-06-24,21.0
2018-06-25,34.0
2018-06-26,25.0
2018-06-27,25.0
2018-06-28,30.0
2018-06-29,28.0
2018-06-30,21.0
2018-07-01,26.0
2018-07-02,26.0
2018-07-03,21.0
2018-07-04,28.0
2018-07-05,38.0
2018-07-06,36.0
2018-07-07,26.0
2018-07-08,20.0
2018-07-09,27.0
2018-07-10,21.0
2018-07-11,29.0
2018-07-12,28.0
2018-07-13,25.0
2018-07-14,21.0
2018-07-15,18.0
2018-07-16,26.0
2018-07-17,20.0
2018-07-18,25.0
2018-07-19,21.0
2018-07-20,21.0
2018-07-21,28.0
2018-07-22,21.0
2018-07-23,22.0
2018-07-24,25.0
2018-07-25,32.0
2018-07-26,27.0
2018-07-27,30.0
2018-07-28,19.0
2018-07-29,10.0
2018-07-30,12.0
2018-07-31,16.0
2018-08-01,22.0
2018-08-02,26.0
2018-08-03,31.0
2018-08-04,17.0
2018-08-05,14.0
2018-08-06,29.0
2018-08-07,26.0
2018-08-08,18.0
2018-08-09,20.0
2018-08-10,14.0
2018-08-11,13.0
2018-08-12,10.0
2018-08-13,19.0
2018-08-14,20.0
2018-08-15,18.0
2018-08-16,16.0
2018-08-17,20.0
2018-08-18,16.0
2018-08-19,13.0
2018-08-20,17.0
2018-08-21,14.0
2018-08-22,13.25
2018-08-23,13.75
2018-08-24,16.0
2018-08-25,12.0
2018-08-26,10.0
2018-08-27,15.0
2018-08-28,12.0
2018-08-29,17.0
2018-08-30,28.0
2018-08-31,22.0
2018-09-01,16.0
2018-09-02,17.0
2018-09-03,30.0
2018-09-04,23.0
2018-09-05,19.0
2018-09-06,14.0
2018-09-07,12.0
2018-09-08,12.0
2018-09-09,12.0
2018-09-10,25.0
2018-09-11,19.0
2018-09-12,27.0
2018-09-13,30.0
2018-09-14,18.0
2018-09-15,19.0
2018-09-16,15.0
2018-09-17,16.0
2018-09-18,23.0
2018-09-19,26.0
2018-09-20,24.0
2018-09-21,19.0
2018-09-22,15.0
2018-09-23,10.0
2018-09-24,24.0
2018-09-25,29.0
2018-09-26,27.0
2018-09-27,30.0
2018-09-28,27.0
2018-09-29,27.0
2018-09-30,16.0
2018-10-01,17.0
2018-10-02,18.0
2018-10-03,23.0
2018-10-04,17.0
2018-10-05,26.0
2018-10-06,13.0
2018-10-07,16.0
2018-10-08,16.0
2018-10-09,17.0
2018-10-10,34.0
2018-10-11,16.0
2018-10-12,18.0
2018-10-13,15.0
2018-10-14,8.0
2018-10-15,23.0
2018-10-16,17.0
2018-10-17,25.0
2018-10-18,28.0
2018-10-19,34.0
2018-10-20,33.0
2018-10-21,11.666666666666666
2018-10-22,16.333333333333332
2018-10-23,22.0
2018-10-24,23.0
2018-10-25,26.0
2018-10-26,12.0
2018-10-27,9.0
2018-10-28,10.0
2018-10-29,17.0
2018-10-30,16.0
2018-10-31,22.0
2018-11-01,16.0
2018-11-02,26.0
2018-11-03,15.0
2018-11-04,16.0
2018-11-05,41.0
2018-11-06,16.0
2018-11-07,10.0
2018-11-08,17.0
2018-11-09,14.0
2018-11-10,16.0
2018-11-11,13.0
2018-11-12,16.0
2018-11-13,22.0
2018-11-14,18.0
2018-11-15,21.0
2018-11-16,18.0
2018-11-17,22.0
2018-11-18,22.0
2018-11-19,17.0
2018-11-20,19.0
2018-11-21,20.0
2018-11-22,53.0
2018-11-23,34.0
2018-11-24,21.0
2018-11-25,15.0
2018-11-26,21.0
2018-11-27,12.0
2018-11-28,11.0
2018-11-29,13.0
2018-11-30,21.0
2018-12-01,10.0
2018-12-02,7.0
2018-12-03,18.0
2018-12-04,21.0
2018-12-05,14.5
2018-12-06,12.5
2018-12-07,14.5
2018-12-08,16.0
2018-12-09,17.0
2018-12-10,12.5
2018-12-11,27.0
2018-12-12,13.0
2018-12-13,15.0
2018-12-14,19.0
2018-12-15,10.0
2018-12-16,12.0
2018-12-17,19.0
2018-12-18,13.0
2018-12-19,11.0
2018-12-20,18.0
2018-12-21,21.0
2018-12-22,19.0
2018-12-23,9.0
2018-12-24,16.0
2018-12-25,16.0
2018-12-26,9.0
2018-12-27,31.0
2018-12-28,25.0
2018-12-29,13.0
2018-12-30,9.0
2018-12-31,8.0
2019-01-01,13.0
2019-01-02,21.0
2019-01-03,22.0
2019-01-04,24.0
2019-01-05,15.0
2019-01-06,18.0
2019-01-07,17.0
2019-01-08,20.0
2019-01-09,15.0
2019-01-10,31.0
2019-01-11,24.0
2019-01-12,11.0
2019-01-13,10.0
2019-01-14,21.0
2019-01-15,15.0
2019-01-16,11.0
2019-01-17,15.0
2019-01-18,18.0
2019-01-19,20.0
2019-01-20,26.0
2019-01-21,31.0
2019-01-22,19.0
2019-01-23,42.0
2019-01-24,22.0
2019-01-25,14.0
2019-01-26,6.0
2019-01-27,13.0
2019-01-28,22.0
2019-01-29,12.0
2019-01-30,47.0
2019-01-31,31.0
2019-02-01,14.0
2019-02-02,16.0
2019-02-03,19.0
2019-02-04,12.0
2019-02-05,8.0
2019-02-06,13.0
2019-02-07,16.0
2019-02-08,12.0
2019-02-09,18.0
2019-02-10,8.0
2019-02-11,24.0
2019-02-12,21.0
2019-02-13,20.0
2019-02-14,27.0
2019-02-15,28.0
2019-02-16,23.0
2019-02-17,26.0
2019-02-18,18.0
2019-02-19,23.0
2019-02-20,21.0
2019-02-21,25.0
2019-02-22,37.0
2019-02-23,21.0
2019-02-24,27.0
2019-02-25,46.0
2019-02-26,54.0
2019-02-27,51.0
2019-02-28,22.0
2019-03-01,24.0
2019-03-02,15.0
2019-03-03,10.0
2019-03-04,14.0
2019-03-05,15.0
2019-03-06,14.0
2019-03-07,16.0
2019-03-08,16.0
2019-03-09,22.0
2019-03-10,10.0
2019-03-11,17.0
2019-03-12,11.0
2019-03-13,21.0
2019-03-14,15.0
2019-03-15,11.0
2019-03-16,11.0
2019-03-17,9.0
2019-03-18,21.0
2019-03-19,19.0
2019-03-20,14.0
2019-03-21,22.0
2019-03-22,14.0
2019-03-23,20.0
2019-03-24,20.0
2019-03-25,24.0
2019-03-26,31.0
2019-03-27,27.0
2019-03-28,24.0
2019-03-29,30.0
2019-03-30,33.0
2019-03-31,18.0
2019-04-01,25.0
2019-04-02,17.0
2019-04-03,17.75
2019-04-04,7.0
2019-04-05,11.0
2019-04-06,12.0
2019-04-07,21.0
2019-04-08,31.0
2019-04-09,28.0
2019-04-10,24.0
2019-04-11,21.0
2019-04-12,22.0
2019-04-13,14.0
2019-04-14,15.0
2019-04-15,26.0
2019-04-16,45.0
2019-04-17,38.0
2019-04-18,29.0
2019-04-19,27.0
2019-04-20,25.0
2019-04-21,26.0
2019-04-22,34.0
2019-04-23,36.0
2019-04-24,25.0
2019-04-25,11.0
2019-04-26,14.0
2019-04-27,19.0
2019-04-28,17.0
2019-04-29,23.0
2019-04-30,26.0
2019-05-01,25.0
2019-05-02,16.0
2019-05-03,20.0
2019-05-04,19.0
2019-05-05,18.0
2019-05-06,11.0
2019-05-07,18.0
2019-05-08,16.0
2019-05-09,23.0
2019-05-10,18.0
2019-05-11,21.0
2019-05-12,12.0
2019-05-13,25.0
2019-05-14,19.0
2019-05-15,25.0
2019-05-16,23.0
2019-05-17,27.0
2019-05-18,20.0
2019-05-19,17.0
2019-05-20,20.0
2019-05-21,16.0
2019-05-22,21.4
2019-05-23,20.6
2019-05-24,20.2
2019-05-25,19.8
2019-05-26,18.6
2019-05-27,20.0
2019-05-28,18.0
2019-05-29,17.6
2019-05-30,18.6
2019-05-31,8.0
2019-06-01,12.0
2019-06-02,13.0
2019-06-03,20.0
2019-06-04,17.0
2019-06-05,15.0
2019-06-06,15.0
2019-06-07,15.0
2019-06-08,13.0
2019-06-09,12.0
2019-06-10,13.0
2019-06-11,16.0
2019-06-12,19.0
2019-06-13,10.0
2019-06-14,12.0
2019-06-15,11.0
2019-06-16,10.0
2019-06-17,15.0
2019-06-18,22.0
2019-06-19,25.0
2019-06-20,15.0
2019-06-21,22.0
2019-06-22,13.0
2019-06-23,23.0
2019-06-24,23.0
2019-06-25,29.0
2019-06-26,20.0
2019-06-27,20.0
2019-06-28,25.0
2019-06-29,26.0
2019-06-30,13.0
2019-07-01,12.0
2019-07-02,24.0
2019-07-03,22.0
2019-07-04,26.0
2019-07-05,23.0
2019-07-06,15.0
2019-07-07,11.0
2019-07-08,16.0
2019-07-09,22.0
2019-07-10,20.0
2019-07-11,20.0
2019-07-12,13.0
2019-07-13,15.0
2019-07-14,12.0
2019-07-15,18.0
2019-07-16,25.0
2019-07-17,22.0
2019-07-18,18.0
2019-07-19,14.0
2019-07-20,12.0
2019-07-21,12.0
2019-07-22,17.0
2019-07-23,27.0
2019-07-24,27.0
2019-07-25,33.0
2019-07-26,25.0
2019-07-27,10.0
2019-07-28,12.0
2019-07-29,16.0
2019-07-30,16.0
2019-07-31,15.0
2019-08-01,25.0
2019-08-02,27.0
2019-08-03,14.0
2019-08-04,16.0
2019-08-05,16.0
2019-08-06,17.0
2019-08-07,17.0
2019-08-08,15.0
2019-08-09,16.0
2019-08-10,23.0
2019-08-11,17.0
2019-08-12,26.0
2019-08-13,16.0
2019-08-14,10.0
2019-08-15,15.0
2019-08-16,13.0
2019-08-17,14.0
2019-08-18,13.0
2019-08-19,18.0
2019-08-20,20.0
2019-08-21,21.0
2019-08-22,19.0
2019-08-23,24.0
2019-08-24,32.0
2019-08-25,29.0
2019-08-26,27.0
2019-08-27,46.0
2019-08-28,15.0
2019-08-29,16.0
2019-08-30,15.0
2019-08-31,14.0
2019-09-01,12.0
2019-09-02,15.0
2019-09-03,16.0
2019-09-04,14.0
2019-09-05,17.0
2019-09-06,19.0
2019-09-07,15.0
2019-09-08,14.0
2019-09-09,13.0
2019-09-10,22.0
2019-09-11,12.0
2019-09-12,15.0
2019-09-13,21.0
2019-09-14,19.0
2019-09-15,15.0
2019-09-16,22.0
2019-09-17,21.0
2019-09-18,33.0
2019-09-19,29.0
2019-09-20,26.0
2019-09-21,27.0
2019-09-22,14.0
2019-09-23,12.0
2019-09-24,10.0
2019-09-25,12.0
2019-09-26,15.0
2019-09-27,17.0
2019-09-28,12.0
2019-09-29,7.0
2019-09-30,13.0
2019-10-01,16.0
2019-10-02,17.0
2019-10-03,17.0
2019-10-04,24.0
2019-10-05,16.0
2019-10-06,8.0
2019-10-07,14.0
2019-10-08,21.0
2019-10-09,15.0
2019-10-10,20.0
2019-10-11,12.0
2019-10-12,8.0
2019-10-13,10.0
2019-10-14,15.0
2019-10-15,15.0
2019-10-16,18.0
2019-10-17,12.0
2019-10-18,16.0
2019-10-19,15.0
2019-10-20,15.0
2019-10-21,15.0
2019-10-22,23.0
2019-10-23,34.0
2019-10-24,21.0
2019-10-25,13.0
2019-10-26,13.0
2019-10-27,13.0
2019-10-28,26.0
2019-10-29,20.0
2019-10-30,20.0
2019-10-31,18.0
2019-11-01,3.0
2019-11-02,11.0
2019-11-03,14.0
2019-11-04,15.0
2019-11-05,21.0
2019-11-06,23.0
2019-11-07,12.0
2019-11-08,23.0
2019-11-09,12.0
2019-11-10,15.0
2019-11-11,13.0
2019-11-12,13.0
2019-11-13,14.0
2019-11-14,16.0
2019-11-15,18.0
2019-11-16,18.0
2019-11-17,26.0
2019-11-18,12.0
2019-11-19,21.0
2019-11-20,12.0
2019-11-21,17.0
2019-11-22,10.0
2019-11-23,19.0
2019-11-24,18.0
2019-11-25,9.0
2019-11-26,10.0
2019-11-27,11.0
2019-11-28,16.0
2019-11-29,37.0
2019-11-30,26.0
2019-12-01,16.0
2019-12-02,25.0
2019-12-03,23.0
2019-12-04,39.0
2019-12-05,18.0
2019-12-06,8.0
2019-12-07,13.0
2019-12-08,13.0
2019-12-09,18.0
2019-12-10,14.0
2019-12-11,18.0
2019-12-12,9.0
2019-12-13,18.0
2019-12-14,19.0
2019-12-15,14.0
2019-12-16,15.0
2019-12-17,13.0
2019-12-18,14.0
2019-12-19,15.0
2019-12-20,6.0
2019-12-21,6.0
2019-12-22,11.0
2019-12-23,15.0
2019-12-24,13.0
2019-12-25,10.0
2019-12-26,10.0
2019-12-27,16.0
2019-12-28,9.0
2019-12-29,10.0
2019-12-30,15.0
2019-12-31,16.0
2020-01-01,21.0
2020-01-02,7.0
2020-01-03,13.0
2020-01-04,13.0
2020-01-05,7.0
2020-01-06,14.0
2020-01-07,18.0
2020-01-08,23.0
2020-01-09,9.0
2020-01-10,10.0
2020-01-11,16.0
2020-01-12,8.0
2020-01-13,10.0
2020-01-14,13.0
2020-01-15,15.0
2020-01-16,15.0
2020-01-17,11.0
2020-01-18,17.0
2020-01-19,24.0
2020-01-20,39.0
2020-01-21,45.0
2020-01-22,21.0
2020-01-23,29.0
2020-01-24,18.0
2020-01-25,15.0
2020-01-26,15.0
2020-01-27,9.0
2020-01-28,13.0
2020-01-29,22.0
2020-01-30,11.0
2020-01-31,8.0
2020-02-01,19.0
2020-02-02,19.0
2020-02-03,18.0
2020-02-04,18.0
2020-02-05,31.0
2020-02-06,30.0
2020-02-07,21.0
2020-02-08,16.0
2020-02-09,12.0
2020-02-10,16.0
2020-02-11,21.0
2020-02-12,18.0
2020-02-13,14.0
2020-02-14,24.0
2020-02-15,7.0
2020-02-16,6.0
2020-02-17,22.0
2020-02-18,16.0
2020-02-19,19.0
2020-02-20,10.0
2020-02-21,23.0
2020-02-22,21.0
2020-02-23,7.0
2020-02-24,10.0
2020-02-25,11.0
2020-02-26,15.0
2020-02-27,14.0
2020-02-28,12.0
2020-02-29,19.0
2020-03-01,14.0
2020-03-02,13.0
2020-03-03,20.0
2020-03-04,15.0
2020-03-05,16.0
2020-03-06,27.0
2020-03-07,20.0
2020-03-08,11.0
2020-03-09,17.0
2020-03-10,8.0
2020-03-11,11.0
2020-03-12,19.0
2020-03-13,20.0
2020-03-14,11.0
2020-03-15,9.0
2020-03-16,20.0
2020-03-17,16.0
2020-03-18,14.0
2020-03-19,12.0
2020-03-20,15.0
2020-03-21,15.0
2020-03-22,16.0
2020-03-23,18.0
2020-03-24,14.0
2020-03-25,23.0
2020-03-26,26.0
2020-03-27,29.0
2020-03-28,20.0
2020-03-29,19.0
2020-03-30,15.0
2020-03-31,16.0
2020-04-01,12.0
2020-04-02,10.0
2020-04-03,16.0
2020-04-04,13.0
2020-04-05,12.0
2020-04-06,13.0
2020-04-07,22.0
2020-04-08,26.0
2020-04-09,23.0
2020-04-10,21.0
2020-04-11,20.0
2020-04-12,20.0
2020-04-13,19.0
2020-04-14,18.0
2020-04-15,21.0
2020-04-16,28.0
2020-04-17,16.0
2020-04-18,22.0
2020-04-19,19.0
2020-04-20,24.0
2020-04-21,33.0
2020-04-22,28.0
2020-04-23,26.0
2020-04-24,25.0
2020-04-25,13.0
2020-04-26,13.0
2020-04-27,20.0
2020-04-28,6.0
2020-04-29,10.0
2020-04-30,11.0
2020-05-01,12.0
2020-05-02,10.0
2020-05-03,12.0
2020-05-04,14.0
2020-05-05,15.0
2020-05-06,20.0
2020-05-07,18.0
2020-05-08,18.0
2020-05-09,21.0
2020-05-10,19.0
2020-05-11,18.0
2020-05-12,13.0
2020-05-13,17.0
2020-05-14,14.0
2020-05-15,17.0
2020-05-16,11.0
2020-05-17,13.0
2020-05-18,15.0
2020-05-19,13.0
2020-05-20,14.0
2020-05-21,17.0
2020-05-22,28.0
2020-05-23,21.0
2020-05-24,19.0
2020-05-25,17.0
2020-05-26,17.0
2020-05-27,21.0
2020-05-28,14.0
2020-05-29,19.0
2020-05-30,19.0
2020-05-31,17.0
2020-06-01,17.0
2020-06-02,17.0
2020-06-03,21.0
2020-06-04,9.0
2020-06-05,9.0
2020-06-06,10.0
2020-06-07,10.0
2020-06-08,15.0
2020-06-09,15.0
2020-06-10,11.0
2020-06-11,13.0
2020-06-12,13.0
2020-06-13,12.0
2020-06-14,10.0
2020-06-15,12.0
2020-06-16,11.0
2020-06-17,15.0
2020-06-18,8.0
2020-06-19,10.0
2020-06-20,10.0
2020-06-21,11.0
2020-06-22,19.0
2020-06-23,19.0
2020-06-24,28.0
2020-06-25,26.0
2020-06-26,17.0
2020-06-27,9.0
2020-06-28,11.0
2020-06-29,15.0
2020-06-30,11.0
2020-07-01,9.0
2020-07-02,10.0
2020-07-03,13.0
2020-07-04,8.0
2020-07-05,13.0
2020-07-06,14.0
2020-07-07,14.0
2020-07-08,9.0
2020-07-09,8.0
2020-07-10,9.0
2020-07-11,11.0
2020-07-12,14.0
2020-07-13,13.0
2020-07-14,8.0
2020-07-15,11.0
2020-07-16,10.0
2020-07-17,18.0
2020-07-18,12.0
2020-07-19,9.0
2020-07-20,14.0
2020-07-21,17.0
2020-07-22,17.0
2020-07-23,17.0
2020-07-24,11.0
2020-07-25,8.0
2020-07-26,13.0
2020-07-27,11.0
2020-07-28,11.0
2020-07-29,15.0
2020-07-30,16.0
2020-07-31,31.0
2020-08-01,9.0
2020-08-02,9.0
2020-08-03,12.0
2020-08-04,12.0
2020-08-05,13.0
2020-08-06,11.0
2020-08-07,29.0
2020-08-08,31.0
2020-08-09,25.0
2020-08-10,30.0
2020-08-11,33.0
2020-08-12,36.0
2020-08-13,21.0
2020-08-14,14.0
2020-08-15,12.0
2020-08-16,13.0
2020-08-17,8.0
2020-08-18,9.0
2020-08-19,7.0
2020-08-20,20.0
2020-08-21,19.0
2020-08-22,13.0
2020-08-23,10.0
2020-08-24,10.0
2020-08-25,8.0
2020-08-26,12.0
2020-08-27,12.0
2020-08-28,8.0
2020-08-29,11.0
2020-08-30,16.0
2020-08-31,12.0
2020-09-01,16.0
2020-09-02,13.0
2020-09-03,10.0
2020-09-04,16.0
2020-09-05,14.0
2020-09-06,13.0
2020-09-07,12.0
2020-09-08,10.0
2020-09-09,11.0
2020-09-10,18.0
2020-09-11,16.0
2020-09-12,12.0
2020-09-13,11.0
2020-09-14,22.0
2020-09-15,30.0
2020-09-16,22.0
2020-09-17,18.0
2020-09-18,21.0
2020-09-19,20.0
2020-09-20,22.0
2020-09-21,24.0
2020-09-22,22.0
2020-09-23,8.0
2020-09-24,8.0
2020-09-25,10.0
2020-09-26,11.0
2020-09-27,11.0
2020-09-28,15.0
2020-09-29,10.0
2020-09-30,9.0
2020-10-01,8.0
2020-10-02,9.0
2020-10-03,6.0
2020-10-04,4.0
2020-10-05,11.0
2020-10-06,10.0
2020-10-07,13.0
2020-10-08,8.0
2020-10-09,12.0
2020-10-10,10.0
2020-10-11,7.0
2020-10-12,10.0
2020-10-13,11.0
2020-10-14,14.0
2020-10-15,13.0
2020-10-16,16.0
2020-10-17,12.0
2020-10-18,13.0
2020-10-19,12.0
2020-10-20,21.0
2020-10-21,9.0
2020-10-22,14.0
2020-10-23,11.0
2020-10-24,9.0
2020-10-25,8.0
2020-10-26,14.0
2020-10-27,12.0
2020-10-28,15.0
2020-10-29,14.0
2020-10-30,11.0
2020-10-31,12.0
2020-11-01,15.0
2020-11-02,11.0
2020-11-03,14.0
2020-11-04,21.0
2020-11-05,41.0
2020-11-06,37.0
2020-11-07,28.0
2020-11-08,24.0
2020-11-09,10.0
2020-11-10,10.0
2020-11-11,8.0
2020-11-12,13.0
2020-11-13,14.0
2020-11-14,13.0
2020-11-15,8.0
2020-11-16,15.0
2020-11-17,12.0
2020-11-18,15.0
2020-11-19,12.0
2020-11-20,12.0
2020-11-21,9.0
2020-11-22,12.0
2020-11-23,17.0
2020-11-24,11.0
2020-11-25,15.0
2020-11-26,21.0
2020-11-27,23.0
2020-11-28,27.0
2020-11-29,16.0
2020-11-30,10.0
2020-12-01,13.0
2020-12-02,19.0
2020-12-03,7.0
2020-12-04,9.0
2020-12-05,15.0
2020-12-06,13.0
2020-12-07,16.0
2020-12-08,16.0
2020-12-09,17.0
2020-12-10,12.5
2020-12-11,13.0
2020-12-12,12.0
2020-12-13,7.0
2020-12-14,13.0
2020-12-15,14.0
2020-12-16,11.0
2020-12-17,14.0
2020-12-18,9.0
2020-12-19,13.0
2020-12-20,11.0
2020-12-21,6.0
2020-12-22,10.0
2020-12-23,6.0
2020-12-24,8.0
2020-12-25,8.0
2020-12-26,4.0
2020-12-27,7.0
2020-12-28,12.0
2020-12-29,11.0
2020-12-30,12.0
2020-12-31,12.0
2021-01-01,13.0
2021-01-02,8.0
2021-01-03,7.0
2021-01-04,8.0
2021-01-05,9.0
2021-01-06,11.0
2021-01-07,15.0
2021-01-08,19.0
2021-01-09,16.0
2021-01-10,9.0
2021-01-11,8.0
2021-01-12,8.0
2021-01-13,12.0
2021-01-14,5.0
2021-01-15,16.0
2021-01-16,8.0
2021-01-17,14.0
2021-01-18,13.0
2021-01-19,6.0
2021-01-20,9.0
2021-01-21,12.0
2021-01-22,13.0
2021-01-23,11.0
2021-01-24,10.0
2021-01-25,12.0
2021-01-26,10.0
2021-01-27,9.0
2021-01-28,8.0
2021-01-29,12.0
2021-01-30,10.0
2021-01-31,14.0
2021-02-01,22.0
2021-02-02,18.0
2021-02-03,17.0
2021-02-04,13.0
2021-02-05,9.0
2021-02-06,11.0
2021-02-07,14.0
2021-02-08,10.0
2021-02-09,12.0
2021-02-10,26.0
2021-02-11,23.0
2021-02-12,24.0
2021-02-13,18.0
2021-02-14,19.0
2021-02-15,12.0
2021-02-16,14.0
2021-02-17,15.0
2021-02-18,13.0
2021-02-19,15.0
2021-02-20,34.0
2021-02-21,22.0
2021-02-22,25.0
2021-02-23,13.0
2021-02-24,18.0
2021-02-25,17.0
2021-02-26,22.0
2021-02-27,23.0
2021-02-28,21.0
2021-03-01,33.0
2021-03-02,45.0
2021-03-03,25.25
2021-03-04,14.0
2021-03-05,18.0
2021-03-06,13.0
2021-03-07,20.0
2021-03-08,40.0
2021-03-09,22.0
2021-03-10,16.0
2021-03-11,19.0
2021-03-12,14.0
2021-03-13,10.0
2021-03-14,9.0
2021-03-15,13.0
2021-03-16,18.0
2021-03-17,38.0
2021-03-18,19.0
2021-03-19,17.0
2021-03-20,11.0
2021-03-21,17.0
2021-03-22,27.0
2021-03-23,25.0
2021-03-24,27.0
2021-03-25,15.0
2021-03-26,14.0
2021-03-27,13.0
2021-03-28,18.0
2021-03-29,19.0
2021-03-30,31.0
2021-03-31,47.0
2021-04-01,36.0
2021-04-02,17.0
2021-04-03,22.0
2021-04-04,21.0
2021-04-05,14.0
2021-04-06,13.0
2021-04-07,18.0
2021-04-08,14.0
2021-04-09,15.0
2021-04-10,14.0
2021-04-11,23.2
2021-04-12,22.4
2021-04-13,16.4
2021-04-14,32.0
2021-04-15,46.0
2021-04-16,30.0
2021-04-17,13.0
2021-04-18,16.0
2021-04-19,32.0
2021-04-20,48.0
2021-04-21,45.0
2021-04-22,25.0
2021-04-23,20.0
2021-04-24,17.0
2021-04-25,13.0
2021-04-26,17.0
2021-04-27,26.0
2021-04-28,32.0
2021-04-29,20.0
2021-04-30,20.0
2021-05-01,21.0
2021-05-02,16.0
2021-05-03,17.0
2021-05-04,11.0
2021-05-05,8.0
2021-05-06,11.0
2021-05-07,12.0
2021-05-08,9.0
2021-05-09,7.0
2021-05-10,13.0
2021-05-11,13.0
2021-05-12,14.0
2021-05-13,13.0
2021-05-14,16.0
2021-05-15,8.0
2021-05-16,8.0
2021-05-17,9.0
2021-05-18,10.0
2021-05-19,9.0
2021-05-20,17.0
2021-05-21,16.0
2021-05-22,6.0
2021-05-23,9.0
2021-05-24,9.0
2021-05-25,11.0
2021-05-26,11.0
2021-05-27,16.0
2021-05-28,19.0
2021-05-29,17.0
2021-05-30,17.0
2021-05-31,19.0
2021-06-01,21.0
2021-06-02,25.0
2021-06-03,18.0
2021-06-04,13.0
2021-06-05,12.0
2021-06-06,10.0
2021-06-07,10.0
2021-06-08,12.0
2021-06-09,13.0
2021-06-10,9.0
2021-06-11,9.0
2021-06-12,11.0
2021-06-13,15.0
2021-06-14,14.0
2021-06-15,18.0
2021-06-16,16.0
2021-06-17,13.0
2021-06-18,4.0
2021-06-19,8.0
2021-06-20,7.0
2021-06-21,11.0
