date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2018-04-15,,,,,,,,,,
2018-04-16,,,,,,,,,,
2018-04-17,,,,,,,,,,
2018-04-18,,,,,,,,,,
2018-04-19,,,,,,,,,,
2018-04-20,,,,,,,,,,
2018-04-21,,,,,,,,,,
2018-04-22,,,,,,,,,,
2018-04-23,,,,,,,,,,
2018-04-24,,,,,,,,,,
2018-04-25,,,,,,,,,,
2018-04-26,,,,,,,,,,
2018-04-27,,,,,,,,,,
2018-04-28,,,,,,,,,,
2018-04-29,,,,,,,,,,
2018-04-30,,,,,,,,,,
2018-05-01,,,,,,,,,,
2018-05-02,,,,,,,,,,
2018-05-03,,,,,,,,,,
2018-05-04,,,,,,,,,,
2018-05-05,,,,,,,,,,
2018-05-06,,,,,,,,,,
2018-05-07,,,,,,,,,,
2018-05-08,,,,,,,,,,
2018-05-09,,,,,,,,,,
2018-05-10,,,,,,,,,,
2018-05-11,,,,,,,,,,
2018-05-12,,,,,,,,,,
2018-05-13,,,,,,,,,,
2018-05-14,,,,,,,,,,
2018-05-15,,,,,,,,,,
2018-05-16,,,,,,,,,,
2018-05-17,,,,,,,,,,
2018-05-18,,,,,,,,,,
2018-05-19,,,,,,,,,,
2018-05-20,,,,,,,,,,
2018-05-21,,,,,,,,,,
2018-05-22,,,,,,,,,,
2018-05-23,,,,,,,,,,
2018-05-24,,,,,,,,,,
2018-05-25,,,,,,,,,,
2018-05-26,,,,,,,,,,
2018-05-27,,,,,,,,,,
2018-05-28,,,,,,,,,,
2018-05-29,,,,,,,,,,
2018-05-30,,,,,,,,,,
2018-05-31,,,,,,,,,,
2018-06-01,,,,,,,,,,
2018-06-02,,,,,,,,,,
2018-06-03,,,,,,,,,,
2018-06-04,,,,,,,,,,
2018-06-05,,,,,,,,,,
2018-06-06,,,,,,,,,,
2018-06-07,,,,,,,,,,
2018-06-08,,,,,,,,,,
2018-06-09,,,,,,,,,,
2018-06-10,,,,,,,,,,
2018-06-11,,,,,,,,,,
2018-06-12,,,,,,,,,,
2018-06-13,,,,,,,,,,
2018-06-14,,,,,,,,,,
2018-06-15,,,,,,,,,,
2018-06-16,,,,,,,,,,
2018-06-17,,,,,,,,,,
2018-06-18,,,,,,,,,,
2018-06-19,,,,,,,,,,
2018-06-20,,,,,,,,,,
2018-06-21,,,,,,,,,,
2018-06-22,,,,,,,,,,
2018-06-23,,,,,,,,,,
2018-06-24,,,,,,,,,,
2018-06-25,,,,,,,,,,
2018-06-26,,,,,,,,,,
2018-06-27,,,,,,,,,,
2018-06-28,,,,,,,,,,
2018-06-29,,,,,,,,,,
2018-06-30,,,,,,,,,,
2018-07-01,,,,,,,,,,
2018-07-02,,,,,,,,,,
2018-07-03,,,,,,,,,,
2018-07-04,,,,,,,,,,
2018-07-05,,,,,,,,,,
2018-07-06,,,,,,,,,,
2018-07-07,,,,,,,,,,
2018-07-08,,,,,,,,,,
2018-07-09,,,,,,,,,,
2018-07-10,,,,,,,,,,
2018-07-11,,,,,,,,,,
2018-07-12,,,,,,,,,,
2018-07-13,,,,,,,,,,
2018-07-14,,,,,,,,,,
2018-07-15,,,,,,,,,,
2018-07-16,,,,,,,,,,
2018-07-17,,,,,,,,,,
2018-07-18,,,,,,,,,,
2018-07-19,,,,,,,,,,
2018-07-20,,,,,,,,,,
2018-07-21,20.5,16.1,25,,,307,6.2,,1013.8,
2018-07-22,21.1,16.6,25.5,,,282,7.9,,1015.9,
2018-07-23,23.1,18.1,28.6,,,235,11.3,,1016.1,
2018-07-24,22,17.2,26.8,,,234,10.7,,1014.4,
2018-07-25,22.3,17,27.7,,,286,7.8,,1016.4,
2018-07-26,24.4,18.4,30.6,,,139,9,,1013.3,
2018-07-27,22.6,19.5,26.8,,,218,8.6,,1010.3,
2018-07-28,18.3,15.7,20.6,,,209,21.1,,1006.2,
2018-07-29,17.3,15.2,19.5,,,186,22.5,,1004.8,
2018-07-30,19.4,17.3,21.9,,,201,16.9,,1009.8,
2018-07-31,18.5,15,22.6,,,226,12.9,,1015.7,
2018-08-01,18.5,13.6,23.4,,,222,10,,1020.9,
2018-08-02,20.8,14.9,26.6,,,233,8.3,,1022.8,
2018-08-03,23.3,17.4,29.2,,,292,6.6,,1022.4,
2018-08-04,22.4,18.4,26.4,,,349,10.1,,1023.2,
2018-08-05,22.1,16.2,28.4,,,133,6.2,,1022.9,
2018-08-06,22.8,15.8,29.5,,,229,6.9,,1015.4,
2018-08-07,22,17.4,27.4,,,250,9.5,,1008.6,
2018-08-08,18.1,14.1,22,,,246,15,,1010.7,
2018-08-09,16.2,14.4,18.5,,,281,8.3,,1013.6,
2018-08-10,15,11.9,17.8,,,241,14,,1018,
2018-08-11,15.8,10.1,20.7,,,222,10.8,,1021.3,
2018-08-12,17.3,16.1,18.8,,,187,13.8,,1010.6,
2018-08-13,18.1,14.9,22.2,,,266,11.3,,1007.4,
2018-08-14,18.5,13.8,22.8,,,268,12,,1015.8,
2018-08-15,19.3,16,23.2,,,237,14.8,,1017.4,
2018-08-16,17.9,14.7,19.5,,,230,15.5,,1013.6,
2018-08-17,16.1,11.4,20.3,,,249,11.4,,1019.3,
2018-08-18,18.4,14.5,22.5,,,233,14.5,,1020.6,
2018-08-19,19.9,17.5,23.4,,,234,17.3,,1018.8,
2018-08-20,20.2,16.7,24.3,,,253,10,,1019.9,
2018-08-21,19.8,16.6,23.5,,,240,9,,1019.4,
2018-08-22,19.7,15.6,24.1,,,245,11.3,,1017.3,
2018-08-23,18.3,14.4,21.3,,,254,13.1,,1013.4,
2018-08-24,14,10.8,17.4,,,265,16,,1014,
2018-08-25,13.6,9.1,18,,,287,12.4,,1014.7,
2018-08-26,14,10.6,16.9,,,201,14.8,,1009.7,
2018-08-27,16.8,13.7,20.2,,,257,16.1,,1011,
2018-08-28,16.4,12.3,20.7,,,215,7.7,,1017.2,
2018-08-29,15.8,12.6,19.1,,,301,9.4,,1016.1,
2018-08-30,14.7,10.4,18.7,,,349,6.8,,1023.1,
2018-08-31,15.8,11.5,20.3,,,87,8,,1023.2,
2018-09-01,17.3,12,22.7,,,154,9.5,,1024.8,
2018-09-02,17.8,12.4,23.2,,,134,7,,1024.4,
2018-09-03,17.5,12.8,22.2,,,25,5.4,,1021.2,
2018-09-04,16.6,12.7,20.7,,,8,10.1,,1021,
2018-09-05,15.9,12.9,19.2,,,2,11.4,,1021.6,
2018-09-06,15,11,19.1,,,305,9.5,,1017.4,
2018-09-07,13.2,8.7,17.5,,,273,12.6,,1016.3,
2018-09-08,14,10.1,17.7,,,223,11.7,,1017.8,
2018-09-09,16.9,14,20.5,,,221,14.9,,1017.6,
2018-09-10,15.5,11.6,19.3,,,236,13.4,,1021.4,
2018-09-11,18.1,15.8,20.9,,,230,18.1,,1019.5,
2018-09-12,14.7,12.1,16.8,,,312,6.9,,1022.7,
2018-09-13,13.8,8.9,18.7,,,272,6.6,,1023.2,
2018-09-14,13.7,10.1,17,,,239,12,,1021,
2018-09-15,14.8,10.9,18.9,,,233,10.5,,1023.1,
2018-09-16,17,13.3,21.4,,,202,15.1,,1018.3,
2018-09-17,19.2,16.7,23.2,,,190,14.7,,1014,
2018-09-18,18.2,16.1,20.9,,,212,22.5,,1008.3,
2018-09-19,18.1,16.3,20.8,,,214,23.1,,1011.8,
2018-09-20,17.7,15.9,19.6,,,211,23.3,,1009.6,
2018-09-21,14,11.1,17.7,,,246,26.4,,1007.7,
2018-09-22,11.6,9.7,13.8,,,213,11.7,,1017.5,
2018-09-23,10.1,8.1,11.9,,,356,14,,1019.3,
2018-09-24,9.9,5.6,14.9,,,315,7.5,,1036.9,
2018-09-25,10.6,5.4,16.1,,,185,6,,1037.7,
2018-09-26,13.6,8.1,20,,,212,8.5,,1032.9,
2018-09-27,14.8,9.6,20.8,,,237,7.8,,1027.1,
2018-09-28,12.4,8.9,15,,,22,12.4,31.5,1030,
2018-09-29,10.4,5.5,16,,,141,4.8,14.8,1028.9,
2018-09-30,10.2,6,14.3,,,280,8.9,25.9,1020.8,
2018-10-01,10,6.2,13.7,,,305,11.2,25.9,1025.8,
2018-10-02,14.3,9.6,18.1,,,266,16,35.2,1021.5,
2018-10-03,14.4,11.3,17.8,,,261,9.2,24.1,1026.7,
2018-10-04,14.6,11.9,18.3,,,220,9.2,25.9,1024.6,
2018-10-05,14.9,11,19.4,,,184,6.4,18.5,1015.6,
2018-10-06,10.9,8.1,13.4,,,348,14.2,40.8,1011.4,
2018-10-07,9.1,4.9,13.6,,,332,10.1,35.2,1022.5,
2018-10-08,12.2,8.4,16.6,,,218,10.9,29.6,1021,
2018-10-09,13.9,10.2,18.8,,,188,10,29.6,1018.3,
2018-10-10,15.7,11.1,21.6,,,103,12,31.5,1012.5,
2018-10-11,16.4,13.5,19.8,,,159,14.9,37,1004.2,
2018-10-12,16.5,13,19.2,,,184,23.4,55.5,1008.6,
2018-10-13,20.2,18.5,22.6,,,188,22.7,46.3,1008.7,
2018-10-14,14,10.7,18.5,,,29,11.5,31.5,1006.3,
2018-10-15,12.5,10.7,13.9,,,27,11,27.8,1010.4,
2018-10-16,14.8,12.1,19,,,161,9.1,27.8,1015.2,
2018-10-17,13,11.7,15,,,247,6.5,16.7,1019.3,
2018-10-18,11.8,9.8,14.4,,,31,10.5,25.9,1026.3,
2018-10-19,10.2,6.6,14.5,,,356,4.5,16.7,1027.1,
2018-10-20,10.9,6.8,16,,,232,4.6,16.7,1030.8,
2018-10-21,13,9.6,17.3,,,250,7.5,22.2,1028.6,
2018-10-22,9.9,7.1,12.9,,,343,10.7,27.8,1036.5,
2018-10-23,11,7.3,15.3,,,273,12.9,33.3,1032.5,
2018-10-24,12.4,9.1,15.8,,,290,9.6,22.2,1029.4,
2018-10-25,9.9,6.8,13.1,,,282,7.9,20.4,1022.9,
2018-10-26,8.5,4.9,10.4,,,283,13.1,35.2,1012.9,
2018-10-27,4.6,2.1,7.1,,,336,14.8,37,1014.8,
2018-10-28,5.9,3.8,8.9,,,24,18.4,38.9,1018.4,
2018-10-29,5,2.6,8.4,,,20,14.1,33.3,1008.3,
2018-10-30,5.5,3.3,8.4,,,302,15.8,37,998.3,
2018-10-31,7.2,2.3,11.8,,,135,10,29.6,1006,
2018-11-01,8.5,4.4,10.8,,,281,7.5,25.9,1006.4,
2018-11-02,5.9,2.6,10.5,,,247,7.1,20.4,1023.6,
2018-11-03,8.9,4.6,13,,,179,15.2,38.9,1022.1,
2018-11-04,10,8.3,12.2,,,151,12.9,27.8,1009.9,
2018-11-05,11.2,8,15.4,,,101,10.1,24.1,1003.7,
2018-11-06,12.1,10.5,14.1,,,142,12.7,31.5,998.7,
2018-11-07,11.7,8.9,13.3,,,176,20.2,44.5,996.5,
2018-11-08,9.4,7,13,,,169,14.8,35.2,1013.2,
2018-11-09,10.5,7.8,12.9,,,147,18.5,42.6,1003.3,
2018-11-10,11.4,10.1,12.9,,,187,15.8,40.8,993.5,
2018-11-11,10.5,9.3,12.7,,,194,15.1,37,998.7,
2018-11-12,10.5,9,12.9,,,190,15,33.3,1008.4,
2018-11-13,10.5,8.4,13.1,,,218,15.6,31.5,1019.7,
2018-11-14,11.3,8.9,14,,,173,13.1,29.6,1021.7,
2018-11-15,11.8,9.4,14.8,,,139,8.6,22.2,1020.5,
2018-11-16,11.2,9.4,12.4,,,100,8.9,20.4,1024.7,
2018-11-17,8.3,5.6,10.9,,,72,13.6,31.5,1026.7,
2018-11-18,6.3,3.9,9.9,,,59,15.7,35.2,1027.5,
2018-11-19,5.9,4.8,7.8,,,48,18.7,37,1021.4,
2018-11-20,3.9,2.8,4.5,,,43,17.1,35.2,1010.1,
2018-11-21,3.4,1.3,6.7,,,90,10.2,25.9,1011.8,
2018-11-22,3.2,0.1,6.4,,,58,7.4,20.4,1017.7,
2018-11-23,6.1,3.3,8.8,,,71,10.9,24.1,1014.1,
2018-11-24,7,6.1,7.8,,,51,14.2,27.8,1010,
2018-11-25,5.8,4.8,7.4,,,45,14,27.8,1011.2,
2018-11-26,4.9,3.4,7,,,0,10.5,24.1,1014.6,
2018-11-27,5.4,2.3,8.5,,,138,11.2,37,1013.4,
2018-11-28,11.3,7,13.3,,,188,22.1,51.8,1006,
2018-11-29,11.6,9.5,12.6,,,202,26.4,57.4,1001.2,
2018-11-30,8.9,7.5,10.8,,,224,16.6,37,1006.8,
2018-12-01,10.2,7.2,12.8,,,198,15.2,33.3,1003.1,
2018-12-02,12.8,11.5,14,,,233,20,38.9,997.2,
2018-12-03,10.1,5.6,12.7,,,254,17.3,37,1001.5,
2018-12-04,5.7,3.7,8,,,230,5.4,14.8,1020.3,
2018-12-05,9.6,5.4,12,,,173,13.2,27.8,1013.6,
2018-12-06,11.8,10.2,13.1,,,231,15.7,33.3,1013.5,
2018-12-07,10.3,7.1,13.2,,,238,24.8,46.3,1004.1,
2018-12-08,9.6,7.5,11.9,,,248,28.1,55.5,1002.6,
2018-12-09,8.9,6.4,10.4,,,279,21.7,46.3,1009.6,
2018-12-10,6.8,5.2,9,,,279,10.3,25.9,1026.6,
2018-12-11,6.2,4.9,8.2,,,139,6.2,20.4,1024.7,
2018-12-12,5,2.4,6.7,,,109,13,27.8,1021.4,
2018-12-13,2.7,1.2,5,,,89,16.1,35.2,1017.6,
2018-12-14,1.4,0.2,3.5,,,86,7.5,20.4,1022.9,
2018-12-15,3.1,0.4,6,,,139,20,44.5,1010.9,
2018-12-16,6.2,4.5,8.6,,,195,9.7,25.9,1006.1,
2018-12-17,6.8,4.2,9.5,,,225,12.5,27.8,1015.8,
2018-12-18,9.1,7.5,10.3,,,173,20.9,42.6,1008.4,
2018-12-19,7.6,6.7,9.1,,,199,14.2,27.8,1004.3,
2018-12-20,8.1,6.8,9.6,,,219,16.7,33.3,1005.3,
2018-12-21,10.7,9.4,11.6,,,235,22.1,50,1001.6,
2018-12-22,9,7.2,10.9,,,251,16,35.2,1015.1,
2018-12-23,8.9,6.7,12,,,248,10.7,27.8,1017.9,
2018-12-24,5.3,2.7,7.1,,,59,5.4,16.7,1031.5,
2018-12-25,5.7,2.2,9.1,,,168,5.9,14.8,1034,
2018-12-26,7.4,4.6,9.5,,,188,5.1,14.8,1030.3,
2018-12-27,5.3,3.3,7.7,,,211,2.9,13,1026.5,
2018-12-28,7,5.2,9.3,,,261,6.9,16.7,1030.4,
2018-12-29,9.4,6.7,12.2,,,254,12.8,33.3,1032.5,
2018-12-30,9.2,6.3,11.9,,,256,8.5,20.4,1035.1,
2018-12-31,8.4,7.3,10.6,,,254,8.8,20.4,1036,
